FID,INSTNAME,CITY,STATE,ZIP
2257,Flathead Valley Community College,Kalispell,MT,59901
2258,Aaniiih Nakoda College,Harlem,MT,59526
2259,Fort Peck Community College,Poplar,MT,59255
2260,Great Falls College Montana State University,Great Falls,MT,59405
2261,University of Great Falls,Great Falls,MT,59405
2262,Helena College University of Montana,Helena,MT,59601
2263,Little Big Horn College,Crow Agency,MT,59022
2264,Miles Community College,Miles City,MT,59301
2265,Modern Beauty School Inc,Missoula,MT,59801
2266,Montana Tech of the University of Montana,Butte,MT,59701
2267,Montana State University,Bozeman,MT,59717
2268,The University of Montana,Missoula,MT,59812
2269,Montana State University-Northern,Havre,MT,59501
2270,Rocky Mountain College,Billings,MT,59102
2271,Salish Kootenai College,Pablo,MT,59855
2272,The University of Montana-Western,Dillon,MT,59725
2273,La'James International College,Fremont,NE,68025
2274,Bellevue University,Bellevue,NE,68005
2275,Clarkson College,Omaha,NE,68131
2276,Bryan College of Health Sciences,Lincoln,NE,68506
2277,Central Community College,Grand Island,NE,68802
2278,Chadron State College,Chadron,NE,69337
2279,College of Hair Design-Downtown,Lincoln,NE,68508
2280,Concordia University-Nebraska,Seward,NE,68434
2281,Creighton University,Omaha,NE,68178
2282,Doane College-Crete,Crete,NE,68333
2283,Grace University,Omaha,NE,68108
2284,Hastings College,Hastings,NE,68901
2285,Fullen School of Hair Design,Scottsbluff,NE,69361
2286,Alegent Creighton Health School of Radiologic Technology,Omaha,NE,68124
2287,Joseph's College,Lincoln,NE,68510
2288,University of Nebraska at Kearney,Kearney,NE,68849
2289,Kaplan University-Lincoln Campus,Lincoln,NE,68508
2290,Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114
2291,Metropolitan Community College Area,Omaha,NE,68111
2292,Mid-Plains Community College,North Platte,NE,69101
2293,Midland University,Fremont,NE,68025
2294,Nebraska Christian College,Papillion,NE,68046
2295,University of Nebraska at Omaha,Omaha,NE,68182
2296,Kaplan University-Omaha Campus,Omaha,NE,68134
2297,Nebraska Indian Community College,Macy,NE,68039
2298,University of Nebraska Medical Center,Omaha,NE,68198
2299,Nebraska Wesleyan University,Lincoln,NE,68504
2300,University of Nebraska-Lincoln,Lincoln,NE,68588
2301,Northeast Community College,Norfolk,NE,68702
2302,Peru State College,Peru,NE,68421
2303,Summit Christian College,Gering,NE,69341
2304,College of Saint Mary,Omaha,NE,68106
2305,Southeast Community College Area,Lincoln,NE,68510
2306,Union College,Lincoln,NE,68506
2307,University of Nebraska-Central Administration System Office,Lincoln,NE,68583
2308,Vatterott College-Spring Valley,Omaha,NE,68137
2309,Nebraska College of Technical Agriculture,Curtis,NE,69025
2310,Wayne State College,Wayne,NE,68787
2311,Regional West Medical Center School of Radiologic Technology,Scottsbluff,NE,69361
2312,Western Nebraska Community College,Scottsbluff,NE,69361
2313,York College,York,NE,68467
2314,Academy of Hair Design-Las Vegas,Las Vegas,NV,89146
2315,Career College of Northern Nevada,Sparks,NV,89434
2316,College of Southern Nevada,Las Vegas,NV,89146
2317,The Art Institute of Las Vegas,Henderson,NV,89074
2318,Everest College-Henderson,Henderson,NV,89074
2319,Marinello Schools of Beauty-Las Vegas,Las Vegas,NV,89110
2320,University of Nevada-Las Vegas,Las Vegas,NV,89154
2321,University of Nevada-Reno,Reno,NV,89557
2322,Great Basin College,Elko,NV,89801
2323,Marinello Schools of Beauty-Reno,Reno,NV,89502
2324,Morrison University,Reno,NV,89521
2325,Sierra Nevada College,Incline Village,NV,89451
2326,Truckee Meadows Community College,Reno,NV,89512
2327,Nevada System of Higher Education-System Office,Reno,NV,89512
2328,Western Nevada College,Carson City,NV,89703
2329,Colby-Sawyer College,New London,NH,3257
2330,Continental Academie of Hair Design-Hudson,Hudson,NH,3051
2331,Daniel Webster College,Nashua,NH,3063
2332,Dartmouth College,Hanover,NH,3755
2333,Empire Beauty School-Laconia,Laconia,NH,3246
2334,Empire Beauty School-Somersworth,Somersworth,NH,3878
2335,Franklin Pierce University,Rindge,NH,3461
2336,University of New Hampshire-School of Law,Concord,NH,3301
2337,Mount Washington College,Manchester,NH,3103
2338,Keene Beauty Academy,Keene,NH,3431
2339,Lebanon College,Lebanon,NH,3766
2340,College of St Mary Magdalen,Warner,NH,3278
2341,Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,NH,3110
2342,New England College,Henniker,NH,3242
2343,New England School of Hair Design Inc,West Lebanon,NH,3784
2344,Southern New Hampshire University,Manchester,NH,3106
2345,New Hampshire Institute for Therapeutic Arts,Hudson,NH,3051
2346,University of New Hampshire-Main Campus,Durham,NH,3824
2347,Keene State College,Keene,NH,3435
2348,University of New Hampshire at Manchester,Manchester,NH,3101
2349,Plymouth State University,Plymouth,NH,3264
2350,NHTI-Concord's Community College,Concord,NH,3301
2351,White Mountains Community College,Berlin,NH,3570
2352,River Valley Community College,Claremont,NH,3743
2353,Lakes Region Community College,Laconia,NH,3246
2354,Manchester Community College,Manchester,NH,3102
2355,Nashua Community College,Nashua,NH,3063
2356,Great Bay Community College,Portsmouth,NH,3801
2357,Paul Mitchell the School-Portsmouth,Portsmouth,NH,3801
2358,Rivier University,Nashua,NH,3060
2359,Saint Anselm College,Manchester,NH,3102
2360,St Joseph School of Nursing,Nashua,NH,3060
2361,Granite State College,Concord,NH,3301
2362,Thomas More College of Liberal Arts,Merrimack,NH,3054
2363,University System of New Hampshire System Office,Durham,NH,3824
2364,Eastwick College-Hackensack,Hackensack,NJ,7601
2365,Assumption College for Sisters,Mendham,NJ,7945
2366,Atlantic Cape Community College,Mays Landing,NJ,8330
2367,Fortis Institute-Wayne,Wayne,NJ,7470
2368,Bergen Community College,Paramus,NJ,7652
2369,Berkeley College-Woodland Park,Woodland Park,NJ,7424
2370,Beth Medrash Govoha,Lakewood,NJ,8701
2371,Bloomfield College,Bloomfield,NJ,7003
2372,Brookdale Community College,Lincroft,NJ,7738
2373,Burlington County College,Pemberton,NJ,8068
2374,Caldwell College,Caldwell,NJ,7006
2375,Camden County College,Blackwood,NJ,8012
2376,Centenary College,Hackettstown,NJ,7840
2377,Adult and Continuing Education-BCTS,Hackensack,NJ,7601
2378,Anthem Institute-Parsippany,Parsippany,NJ,7054
2379,Lincoln Technical Institute-Edison,Edison,NJ,8820
2380,Fox Institute of Business-Clifton,CLIFTON,NJ,7011
2381,Dover Business College,Clifton,NJ,7011
2382,Empire Beauty School-Ocean,Ocean,NJ,7712
2383,Cooper Health System Center for Allied Health Education,Camden,NJ,8103
2384,County College of Morris,Randolph,NJ,7869
2385,Cumberland County College,Vineland,NJ,8362
2386,DeVry University-New Jersey,North Brunswick,NJ,8902
2387,Divers Academy International,ERIAL,NJ,8081
2388,Drake College of Business-Elizabeth,Elizabeth,NJ,7201
2389,Drew University,Madison,NJ,7940
2390,duCret School of Arts,Plainfield,NJ,7060
2391,Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,7080
2392,Essex County College,Newark,NJ,7102
2393,Empire Beauty School-Union,Union,NJ,7083
2394,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,7666
2395,Felician College,Lodi,NJ,7644
2396,Fairleigh Dickinson University-College at Florham,Madison,NJ,7940
2397,Hohokus School of Trade and Technical Sciences,Paterson,NJ,7513
2398,Georgian Court University,Lakewood,NJ,8701
2399,Rowan University,Glassboro,NJ,8028
2400,Gloucester County College,Sewell,NJ,8080
2401,Empire Beauty School-Cherry Hill,Cherry Hill,NJ,8002
2402,Harris School of Business-Cherry Hill Campus,Cherry Hill,NJ,8002
2403,Eastwick College-Ramsey,Ramsey,NJ,7446
2404,Holy Name Medical Center School of Nursing,Teaneck,NJ,7666
2405,Hudson County Community College,Jersey City,NJ,7306
2406,New Jersey City University,Jersey City,NJ,7305
2407,Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,7801
2408,Kean University,Union,NJ,7083
2409,Harris School of Business-Voorhees Campus,Voorhees,NJ,8043
2410,Lincoln Technical Institute-Union,Union,NJ,7083
2411,Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,8043
2412,Mercer County Community College,West Windsor,NJ,8550
2413,Middlesex County College,Edison,NJ,8818
2414,Monmouth University,West Long Branch,NJ,7764
2415,Montclair State University,Montclair,NJ,7043
2416,Mountainside School of Nursing,Montclair,NJ,7042
2417,Muhlenberg Harold B and Dorothy A Snyder Schools-School of Imaging,Plainfield,NJ,7061
2418,Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing,Plainfield,NJ,7061
2419,Hohokus School-RETS Nutley,Nutley,NJ,7110
2420,Empire Beauty School-Jersey City,Jersey City,NJ,7306
2421,New Brunswick Theological Seminary,New Brunswick,NJ,8901
2422,Robert Fiance Beauty Schools-West New York,West New York,NJ,7093
2423,New Jersey Institute of Technology,Newark,NJ,7102
2424,Ocean County College,Toms River,NJ,8754
2425,Omega Institute,Pennsauken,NJ,8109
2426,P B Cosmetology Education Center,Gloucester,NJ,8030
2427,Parisian Beauty School,Hackensack,NJ,7601
2428,Passaic County Community College,Paterson,NJ,7505
2429,Pennco Tech-Blackwood,Blackwood,NJ,8012
2430,Princeton Theological Seminary,Princeton,NJ,8542
2431,Princeton University,Princeton,NJ,8544
2432,Rabbinical College of America,Morristown,NJ,7960
2433,Ramapo College of New Jersey,Mahwah,NJ,7430
2434,Robert Fiance Beauty Schools-Perth Amboy,Perth Amboy,NJ,8861
2435,Rider University,Lawrenceville,NJ,8648
2436,Roman Academy of Beauty Culture,Hawthorne,NJ,7506
2437,Rutgers University-Camden,Camden,NJ,8102
2438,Rutgers University-New Brunswick,New Brunswick,NJ,8901
2439,Rutgers University-Newark,Newark,NJ,7102
2440,St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,8629
2441,Saint Francis Medical Center School of Nursing,Trenton,NJ,8629
2442,Saint Peter's University,Jersey City,NJ,7306
2443,Salem Community College,Carneys Point,NJ,8069
2444,Seton Hall University,South Orange,NJ,7079
2445,Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,NJ,8234
2446,College of Saint Elizabeth,Morristown,NJ,7960
2447,Raritan Valley Community College,Branchburg,NJ,8876
2448,Stevens Institute of Technology,Hoboken,NJ,7030
2449,The Richard Stockton College of New Jersey,Galloway,NJ,8205
2450,Talmudical Academy-New Jersey,Adelphia,NJ,7710
2451,Teterboro School of Aeronautics,Teterboro,NJ,7608
2452,Thomas Edison State College,Trenton,NJ,8608
2453,The College of New Jersey,Ewing,NJ,8628
2454,Sanford-Brown Institute-Iselin,Iselin,NJ,8830
2455,Union County College,Cranford,NJ,7016
2456,University of Medicine and Dentistry of New Jersey,Newark,NJ,7101
2457,William Paterson University of New Jersey,Wayne,NJ,7470
2458,Olympian University of Cosmetology,Alamogordo,NM,88310
2459,Central New Mexico Community College,Albuquerque,NM,87106
2460,Navajo Technical University,Crownpoint,NM,87313
2461,De Wolff College Hair Styling and Cosmetology,Albuquerque,NM,87112
2462,New Mexico State University-Dona Ana,Las Cruces,NM,88003
2463,Clovis Community College,Clovis,NM,88101
2464,Eastern New Mexico University-Main Campus,Portales,NM,88130
2465,Eastern New Mexico University-Roswell Campus,Roswell,NM,88202
2466,Institute of American Indian and Alaska Native Culture,Santa Fe,NM,87508
2467,New Mexico Highlands University,Las Vegas,NM,87701
2468,New Mexico Junior College,Hobbs,NM,88240
2469,New Mexico Military Institute,Roswell,NM,88201
2470,University of New Mexico-Gallup Campus,Gallup,NM,87301
2471,New Mexico Institute of Mining and Technology,Socorro,NM,87801
2472,University of New Mexico-Los Alamos Campus,Los Alamos,NM,87544
2473,University of New Mexico-Main Campus,Albuquerque,NM,87106
2474,New Mexico State University-Alamogordo,Alamogordo,NM,88310
2475,New Mexico State University-Carlsbad,Carlsbad,NM,88220
2476,New Mexico State University-Grants,Grants,NM,87020
2477,New Mexico State University-Main Campus,Las Cruces,NM,88003
2478,University of New Mexico-Valencia County Campus,Los Lunas,NM,87031
2479,Northern New Mexico College,Espanola,NM,87532
2480,San Juan College,Farmington,NM,87402
2481,Santa Fe Community College,Santa Fe,NM,87508
2482,Santa Fe University of Art and Design,Santa Fe,NM,87505
2483,University of the Southwest,Hobbs,NM,88240
2484,Southwestern College,Santa Fe,NM,87507
2485,Southwestern Indian Polytechnic Institute,Albuquerque,NM,87120
2486,University of New Mexico-Taos Campus,Ranchos de Taos,NM,87557
2487,Mesalands Community College,Tucumcari,NM,88401
2488,Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,87505
2489,Western New Mexico University,Silver City,NM,88061
2490,Vaughn College of Aeronautics and Technology,Flushing,NY,11369
2491,Adelphi University,Garden City,NY,11530
2492,Adirondack Community College,Queensbury,NY,12804
2493,Globe Institute of Technology,New York,NY,10018
2494,Bryant & Stratton College-Albany,Albany,NY,12205
2495,Albany College of Pharmacy and Health Sciences,Albany,NY,12208
2496,Albany Law School,Albany,NY,12208
2497,Albany Medical College,Albany,NY,12208
2498,Alfred University,Alfred,NY,14802
2499,Allen School-Brooklyn,Brooklyn,NY,11201
2500,The Ailey School,New York,NY,10019
2501,American Academy of Dramatic Arts-New York,New York,NY,10016
2502,American Academy McAllister Institute of Funeral Service,New York,NY,10019
2503,Joffrey Ballet School,New York,NY,10011
2504,American Musical and Dramatic Academy,New York,NY,10023
2505,Apex Technical School,Long Island City,NY,11101
2506,Arnot Ogden Medical Center,Elmira,NY,14905
2507,Associated Beth Rivkah Schools,Brooklyn,NY,11225
2508,Austin's School of Spa Technology,Albany,NY,12206
2509,Bank Street College of Education,New York,NY,10025
2510,Bard College,Annandale-On-Hudson,NY,12504
2511,Barnard College,New York,NY,10027
2512,Berk Trade and Business School,Long Island City,NY,11101
2513,Berkeley College-New York,New York,NY,10017
2514,Beth Hatalmud Rabbinical College,Brooklyn,NY,11214
2515,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,11204
2516,Phillips Beth Israel School of Nursing,New York,NY,10001
2517,Hair Design Institute at Fifth Avenue-Brooklyn,Brooklyn,NY,11209
2518,Boricua College,New York,NY,10032
2519,Bramson ORT College,Forest Hills,NY,11375
2520,Briarcliffe College,Bethpage,NY,11714
2521,Brittany Beauty School,Levittown,NY,11756
2522,American Beauty School,Bronx,NY,10462
2523,Brooklyn Law School,Brooklyn,NY,11201
2524,SUNY Broome Community College,Binghamton,NY,13905
2525,Bryant & Stratton College-Amherst,Getzville,NY,14068
2526,Bryant & Stratton College-Syracuse North,Liverpool,NY,13090
2527,Bryant & Stratton College-Syracuse,Syracuse,NY,13203
2528,Bryant & Stratton College-Buffalo,Buffalo,NY,14203
2529,Bryant & Stratton College-Greece,Rochester,NY,14612
2530,Business Informatics Center Inc,Valley Stream,NY,11580
2531,Canisius College,Buffalo,NY,14208
2532,Capri School of Hair Design,Nanuet,NY,10954
2533,St Paul's School of Nursing-Queens,Rego Park,NY,11374
2534,Cayuga County Community College,Auburn,NY,13021
2535,Cazenovia College,Cazenovia,NY,13035
2536,Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,11230
2537,Cheryl Fells School of Business,Niagara Falls,NY,14304
2538,Christ the King Seminary,East Aurora,NY,14052
2539,Circle in the Square Theater School,New York,NY,10019
2540,CUNY System Office,New York,NY,10017
2541,Clarkson University,Potsdam,NY,13699
2542,Clinton Community College,Plattsburgh,NY,12901
2543,Cochran School of Nursing,Yonkers,NY,10701
2544,Colgate Rochester Crozer Divinity School,Rochester,NY,14620
2545,Colgate University,Hamilton,NY,13346
2546,Metropolitan College of New York,New York,NY,10013
2547,Columbia University in the City of New York,New York,NY,10027
2548,Columbia-Greene Community College,Hudson,NY,12534
2549,Empire Beauty School-Queens,Astoria,NY,11103
2550,Concordia College-New York,Bronxville,NY,10708
2551,Continental School of Beauty Culture-Buffalo,Buffalo,NY,14223
2552,Continental School of Beauty Culture-Batavia,Batavia,NY,14020
2553,Continental School of Beauty Culture-Rochester,Rochester,NY,14623
2554,Cooper Union for the Advancement of Science and Art,New York,NY,10003
2555,Cornell University,Ithaca,NY,14853
2556,Weill Cornell Medical College,New York,NY,10065
2557,Corning Community College,Corning,NY,14830
