ID,NAME,CITY,STATE,ZIP
4959,ROXBOROUGH MEMORIAL HOSPITAL,PHILADELPHIA,PA,19128
4960,TRIUMPH HOSPITAL PHILADELPHIA,PHILADELPHIA,PA,19145
4961,PERRY COMMUNITY HOSPITAL,LINDEN,TN,37096
4962,BLUFFTON HOSPITAL,BLUFFTON,OH,45817
4963,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,CONNEAUT,OH,44030
4964,ASHTABULA COUNTY MEDICAL CENTER,ASHTABULA,OH,44004
4965,UHHS MEMORIAL HOSPITAL OF GENEVA,GENEVA,OH,44041
4966,SELECT SPECIALTY HOSPITAL JOHNSTOWN,JOHNSTOWN,PA,15905
4967,CONEMAUGH VALLEY MEMORIAL HOSPITAL,JOHNSTOWN,PA,15905
4968,CONEMAUGH MINERS MEDICAL CENTER,HASTINGS,PA,16646
4969,LIFECARE HOSPITALS OF CHESTER COUNTY,WEST CHESTER,PA,19380
4970,BRANDYWINE HOSPITAL,COATESVILLE,PA,19320
4971,MAIN LINE PAOLI HOSPITAL,PAOLI,PA,19301
4972,CHESTER COUNTY HOSPITAL,WEST CHESTER,PA,19380
4973,PHOENIXVILLE HOSPITAL,PHOENIXVILLE,PA,19468
4974,COATESVILLE VETERANS AFFAIRS MEDICAL CENTER,COATESVILLE,PA,19320
4975,SOMERSET HOSPITAL,SOMERSET,PA,15501
4976,MEYERSDALE COMMUNITY HOSPITAL,MEYERSDALE,PA,15552
4977,MONTROSE GENERAL HOSPITAL,MONTROSE,PA,18801
4978,AIKEN REGIONAL MEDICAL CENTER,AIKEN,SC,29801
4979,ABBEVILLE AREA MEDICAL CENTER,ABBEVILLE,SC,29620
4980,ANMED HEALTH MEDICAL CENTER,ANDERSON,SC,29621
4981,ANMED HEALTH NORTH WOMEN'S AND CHILDREN'S HOSPITAL,ANDERSON,SC,29621
4982,PATRICK B HARRIS PSYCHIATRIC HOSPITAL,ANDERSON,SC,29621
4983,ANMED HEALTH REHABILITATION HOSPITAL,ANDERSON,SC,29621
4984,ALLENDALE COUNTY HOSPITAL,FAIRFAX,SC,29827
4985,KINDRED HOSPITAL - WYOMING VALLEY,WILKES-BARRE,PA,18764
4986,HAZLETON GENERAL HOSPITAL,HAZLETON,PA,18201
4987,GEISINGER WYOMING VALLEY MEDICAL CENTER,WILKES-BARRE,PA,18711
4988,WILKES-BARRE GENERAL HOSPITAL,WILKES-BARRE,PA,18764
4989,SACRED HEART HOSPITAL,ALLENTOWN,PA,18102
4990,WESTFIELD HOSPITAL,ALLENTOWN,PA,18104
4991,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,ALLENTOWN,PA,18104
4992,LEHIGH VALLEY HOSPITAL,ALLENTOWN,PA,18105
4993,THE GOOD SAMARITAN HOSPITAL,LEBANON,PA,17042
4994,ELLWOOD CITY HOSPITAL,ELLWOOD CITY,PA,16117
4995,JAMESON MEMORIAL HOSPITAL,NEW CASTLE,PA,16105
4996,LANCASTER GENERAL HOSPITAL,LANCASTER,PA,17604
4997,LANCASTER REGIONAL MEDICAL CENTER,LANCASTER,PA,17604
4998,EPHRATA COMMUNITY HOSPITAL,EPHRATA,PA,17522
4999,HEART OF LANCASTER REGIONAL MEDICAL CENTER,LITITZ,PA,17543
0,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,BETHLEHEM,PA,18020
1,EASTON HOSPITAL,EASTON,PA,18042
2,SUNBURY COMMUNITY HOSPITAL,SUNBURY,PA,17801
3,MAIN LINE HEALTH LANKENAU MEDICAL CENTER,WYNNEWOOD,PA,19096
4,PHYSICIANS CARE SURGICAL HOSPITAL,ROYERSFORD,PA,19468
5,ABINGTON MEMORIAL HOSPITAL,ABINGTON,PA,19001
6,MAIN LINE BRYN MAWR HOSPITAL,BRYN MAWR,PA,19010
7,GEISINGER MEDICAL CENTER,DANVILLE,PA,17822
8,LEWIS GALE MEDICAL CENTER,SALEM,VA,24153
9,"ROANOKE VALLEY CENTER FOR SIGHT, L.L.C.",SALEM,VA,24153
10,JOHN RANDOLPH MEDICAL CENTER,HOPEWELL,VA,23860
11,BEAUFORT MEMORIAL HOSPITAL,BEAUFORT,SC,29902
12,HILTON HEAD HOSPITAL,HILTON HEAD ISLAND,SC,29926
13,QUORUM HEALTH RESOURCES,BRENTWOOD,TN,37027
14,UNIVERSITY MEDICAL CENTER,LEBANON,TN,37087
15,REGIONAL HOSPITAL OF SCRANTON,SCRANTON,PA,18510
16,J C BLAIR MEMORIAL HOSPITAL,HUNTINGDON,PA,16652
17,PUNXSUTAWNEY AREA HOSPITAL,PUNXSUTAWNEY,PA,15767
18,BROOKVILLE HOSPITAL,BROOKVILLE,PA,15825
19,WOOD COUNTY HOSPITAL,BOWLING GREEN,OH,43402
20,BARNWELL COUNTY HOSPITAL,BARNWELL,SC,29812
21,HEALTHSOUTH REHABILITATION HOSPITAL OF CHARLESTON,NORTH CHARLESTON,SC,29406
22,ROPER HOSPITAL,CHARLESTON,SC,29401
23,PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH,NORTH CHARLESTON,SC,29405
24,KINDRED HOSPITAL-CHARLESTON,MT PLEASANT,SC,29401
25,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,CHARLESTON,SC,29414
26,EAST COOPER MEDICAL CENTER,MOUNT PLEASANT,SC,29464
27,MOUNT PLEASANT HOSPITAL,MOUNT PLEASANT,SC,29466
28,LEWISTOWN HOSPITAL,LEWISTOWN,PA,17044
29,UPMC HORIZON,GREENVILLE,PA,16125
30,SHARON REGIONAL HEALTH SYSTEM,SHARON,PA,16146
31,GROVE CITY MEDICAL CENTER,GROVE CITY,PA,16127
32,KANE COMMUNITY HOSPITAL,KANE,PA,16735
33,JERSEY SHORE HOSPITAL,JERSEY SHORE,PA,17740
34,MUNCY VALLEY HOSPITAL,MUNCY,PA,17756
35,WILLIAMSPORT REGIONAL MEDICAL CENTER,WILLIAMSPORT,PA,17701
36,CARILION GILES MEMORIAL HOSPITAL,PEARISBURG,VA,24134
37,RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,23061
38,LEE REGIONAL MEDICAL CENTER,PENNINGTON GAP,VA,24277
39,INOVA LOUDOUN HOSPITAL,LEESBURG,VA,20176
40,RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,22482
41,FULTON COUNTY MEDICAL CENTER,MCCONNELLSBURG,PA,17233
42,SENTARA OBICI HOSPITAL,SUFFOLK,VA,23434
43,OCONEE MEDICAL CENTER,SENECA,SC,29672
44,MIDDLE TENNESSEE MEDICAL CENTER,MURFREESBORO,TN,37130
45,FAIRFIELD MEMORIAL HOSPITAL,WINNSBORO,SC,29180
46,EDGEFIELD COUNTY HOSPITAL,EDGEFIELD,SC,29824
47,SUMMERVILLE MEDICAL CENTER,SUMMERVILLE,SC,29485
48,MCLEOD MEDICAL CENTER-DILLON,DILLON,SC,29536
49,MCLEOD MEDICAL CENTER-DARLINGTON,DARLINGTON,SC,29532
50,CAROLINA PINES REGIONAL MEDICAL CENTER,HARTSVILLE,SC,29550
51,MEDICAL CENTER AT ELIZABETH PLACE,DAYTON,OH,45408
52,MERCY ST ANNE HOSPITAL,TOLEDO,OH,43623
53,FLOWER HOSPITAL,SYLVANIA,OH,43560
54,MERCY TIFFIN HOSPITAL,TIFFIN,OH,44883
55,BELLEVUE HOSPITAL,BELLEVUE,OH,44811
56,ADENA REGIONAL MEDICAL CENTER,CHILLICOTHE,OH,45601
57,SELECT SPECIALTY HOSPITAL - TENNOVA,KNOXVILLE,TN,37917
58,TENNOVA HOSPITAL WEST,KNOXVILLE,TN,37934
59,MEMORIAL HOSPITAL OF UNION COUNTY,MARYSVILLE,OH,43040
60,AULTMAN HOSPITAL,CANTON,OH,44710
61,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,BARBERTON,OH,44203
62,TRUMBULL MEMORIAL HOSPITAL,WARREN,OH,44482
63,RIVERSIDE TAPPAHANNOCK HOSPITAL,TAPPAHANNOCK,VA,22560
64,SOUTHWEST WASHINGTON MEDICAL CENTER,VANCOUVER,WA,98668
65,MASON GENERAL HOSPITAL,SHELTON,WA,98584
66,MORTON GENERAL HOSPITAL,MORTON,WA,98356
67,OCEAN BEACH HOSPITAL,ILWACO,WA,98624
68,WILLAPA HARBOR HOSPITAL,SOUTH BEND,WA,98586
69,KAISER SUNNYSIDE MEDICAL CENTER,CLACKAMAS,OR,97015
70,COLUMBIA MEMORIAL HOSPITAL,ASTORIA,OR,97103
71,PROVIDENCE SEASIDE HOSPITAL,SEASIDE,OR,97138
72,SHOSHONE MEDICAL CENTER,KELLOGG,ID,83837
73,SKAGIT VALLEY HOSPITAL,MT VERNON,WA,98273
74,ISLAND HOSPITAL,ANACORTES,WA,98221
75,MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,98372
76,TACOMA GENERAL HOSPITAL,TACOMA,WA,98405
77,ST. CLARE HOSPITAL,TACOMA,WA,98499
78,ALLENMORE HOSPITAL,TACOMA,WA,98411
79,62ND MEDICAL SQUADRON - MCCHORD AFB,MCCHORD AFB,WA,98438
80,BOUNDARY COMMUNITY HOSPITAL,BONNERS FERRY,ID,83805
81,WHITMAN HOSPITAL AND MEDICAL CENTER,COLFAX,WA,99111
82,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,98902
83,YAKIMA VALLEY MEMORIAL HOSPITAL,YAKIMA,WA,98902
84,SAINT JOSEPH HOSPITAL - SOUTH CAMPUS,BELLINGHAM,WA,98225
85,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,99207
86,DEACONESS MEDICAL CENTER,SPOKANE,WA,99210
87,VALLEY HOSPITAL AND MEDICAL CENTER,SPOKANE,WA,99216
88,DAYBREAK OF SPOKANE,SPOKANE,WA,99202
89,SPOKANE VA MEDICAL CENTER,SPOKANE,WA,99205
90,DAYTON GENERAL HOSPITAL,DAYTON,WA,99328
91,PEACEHEALTH ST. JOHN MEDICAL CENTER,LONGVIEW,WA,98632
92,PROVIDENCE ST VINCENT MEDICAL CENTER,PORTLAND,OR,97225
93,MID-COLUMBIA MEDICAL CENTER,THE DALLES,OR,97015
94,WALLOWA MEMORIAL HOSPITAL,ENTERPRISE,OR,97828
95,WEST VALLEY HOSPITAL,DALLAS,OR,97338
96,OHSU HOSPITAL AND CLINICS,PORTLAND,OR,97223
97,LOURDES MEDICAL CENTER,PASCO,WA,99301
98,WHIDBEY GENERAL HOSPITAL,COUPEVILLE,WA,98239
99,SYRINGA HOSPITAL & CLINICS,GRANGEVILLE,ID,83530
100,BONNER GENERAL HOSPITAL,SANDPOINT,ID,83864
101,TRI-STATE MEMORIAL HOSPITAL,CLARKSTON,WA,99403
102,KADLEC MEDICAL CENTER,RICHLAND,WA,99352
103,WENATCHEE VALLEY HOSPITAL,WENATCHEE,WA,98801
104,SNOQUALMIE VALLEY HOSPITAL,SNOQUALMIE,WA,98065
105,LAFAYETTE - AMG SPECIALTY HOSPITAL,LAFAYETTE,LA,70508
106,LAFAYETTE BEHAVIORAL HEALTH UNIT,LAFAYETTE,LA,70506
107,COMMUNITY CARE HOSPITAL,NEW ORLEANS,LA,70115
108,SEASIDE BEHAVIORAL CENTER,NEW ORLEANS,LA,70131
109,COMPASS BEHAVIORAL CENTER OF HOUMA,HOUMA,LA,70364
110,SAN JUAN REGIONAL REHABILITATION HOSPITAL,FARMINGTON,NM,87401
111,THE NEW MEXICO BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS,LAS VEGAS,NM,87701
112,ROOSEVELT GENERAL HOSPITAL,PORTALES,NM,88130
113,NOR LEA DISTRICT HOSPITAL,LOVINGTON,NM,88260
114,LOS ALAMOS MEDICAL CENTER,LOS ALAMOS,NM,87544
115,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO,LAS CRUCES,NM,88011
116,MESILLA VALLEY HOSPITAL,LAS CRUCES,NM,88012
117,MADISON COMMUNITY HOSPITAL,MADISON,SD,57042
118,GERALD CHAMPION REGIONAL MEDICAL CENTER,ALAMOGORDO,NM,88310
119,DOCTOR DAN C TRIGG MEMORIAL HOSPITAL,TUCUMCARI,NM,88401
120,ESPANOLA HOSPITAL,ESPANOLA,NM,87532
121,PLAINS REGIONAL MEDICAL CENTER CLOVIS,CLOVIS,NM,88101
122,HEALTHSOUTH REHABILITATION HOSPITAL,ALBUQUERQUE,NM,87109
123,SPECIALTY HOSPITAL OF ALBUQUERQUE,ALBUQUERQUE,NM,87102
124,NEW MEXICO REHABILITATION CENTER,ROSWELL,NM,88203
125,MINERS COLFAX MEDICAL CENTER,RATON,NM,87740
126,WAGNER COMMUNITY MEMORIAL HOSPITAL,WAGNER,SD,57380
127,AVERA QUEEN OF PEACE HOSPITAL,MITCHELL,SD,57301
128,BLACK HILLS REHABILITATION HOSPITAL,RAPID CITY,SD,57701
129,SAME DAY SURGERY CENTER LIMITED LIABILITY PARTNERSHIP,RAPID CITY,SD,57701
130,HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,FORT SMITH,AR,72901
131,AVERA BEHAVIORAL HEALTH CENTER,SIOUX FALLS,SD,57108
132,CANTON-INWOOD MEMORIAL HOSPITAL,CANTON,SD,57013
133,TWELVE-STEP LIVING CORPORATION - TALLGRASS RECOVERY CENTER,SIOUX FALLS,SD,57108
134,SANFORD UNIVERSITY OF SOUTH DAKOTA MEDICAL CENTER,SIOUX FALLS,SD,57105
135,CENTRAL LOUISIANA STATE HOSPITAL,PINEVILLE,LA,71360
136,LONGLEAF HOSPITAL,ALEXANDRIA,LA,71303
137,OCEANS BEHAVIORAL HOSPITAL OF ALEXANDRIA,ALEXANDRIA,LA,71303
138,VIRTUA WEST JERSEY HOSPITAL - MARLTON,MARLTON,NJ,8053
139,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,WILLINGBORO,NJ,8046
140,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,MOUNT HOLLY,NJ,8060
141,VIRTUA WEST JERSEY HOSPITAL - VOORHEES,VOORHEES,NJ,8043
142,CAMDEN COUNTY HEALTH SERVICES CENTER,BLACKWOOD,NJ,8012
143,JOHN BROOKS RECOVERY CENTER - RESIDENT DRUG TREATMENT (WOMEN),ATLANTIC CITY,NJ,8401
144,SOUTHEAST REHABILITATION HOSPITAL,LAKE VILLAGE,AR,71653
145,RIVENDELL BEHAVIORAL HEALTH SERVICES,BENTON,AR,72019
146,VETERANS AFFAIRS NEW JERSEY HEALTHCARE SYSTEM - LYONS FACILITY,LYONS,NJ,7939
147,SAINT JOSEPHS WAYNE HOSPITAL,WAYNE,NJ,7470
148,WOODLANDS BEHAVIORAL CENTER,WINNFIELD,LA,71483
149,MARYVILLE INCORPORATED,WILLIAMSTOWN,NJ,8094
150,MOUNT CARMEL GUILD BEHAVIORAL HEALTHCARE SYSTEM,NEWARK,NJ,7102
151,ESSEX COUNTY HOSPITAL CENTER,CEDAR GROVE,NJ,7009
152,CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ,7109
153,COLUMBUS HOSPITAL,NEWARK,NJ,7107
154,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ,7018
155,INSPIRA MEDICAL CENTER VINELAND,VINELAND,NJ,8360
156,JERSEY CITY MEDICAL CENTER,JERSEY CITY,NJ,7302
157,MEADOWLANDS HOSPITAL MEDICAL CENTER,SECAUCUS,NJ,7094
158,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPITAL,HOFFMAN ESTATES,IL,60169
159,"AURORA CHICAGO LAKESHORE HOSPITAL, LLC - DBA AURORA CHICAGO LAKESHORE HOSPITAL",CHICAGO,IL,60640
160,REHABILITATION INSTITUTE OF CHICAGO,CHICAGO,IL,60611
161,RIVEREDGE HOSPITAL,FOREST  PARK,IL,60130
162,SCHWAB REHABILITATION CENTER,CHICAGO,IL,60608
163,TRINITAS HOSPITAL - NEW POINT CAMPUS,ELIZABETH,NJ,7206
164,SAINT CLARES HOSPITAL - SUSSEX CAMPUS,SUSSEX,NJ,7461
165,NEWTON MEMORIAL HOSPITAL,NEWTON,NJ,7860
166,RED RIVER BEHAVIORAL CENTER,BOSSIER CITY,LA,71111
167,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,8901
168,ANN KLEIN FORENSIC CENTER,WEST TRENTON,NJ,8628
169,PRINCETON HOUSE BEHAVIORAL HEALTH,PRINCETON,NJ,8540
170,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,HAMILTON SQUARE,NJ,8690
171,EWING RESIDENTIAL CENTER,TRENTON,NJ,8618
172,GORYEB CHILDRENS CENTER,MORRISTOWN,NJ,7960
173,SPECIALTY HOSPITAL AT MONMOUTH,LONG BRANCH,NJ,7740
174,HEALTHSOUTH REHABILITATION HOSPITAL OF TOMS RIVER,TOMS RIVER,NJ,8755
175,CONWAY REGIONAL REHABILITATION HOSPITAL,CONWAY,AR,72034
176,ARKANSAS SURGICAL HOSPITAL,NORTH LITTLE ROCK,AR,72118
177,UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,MAUMELLE,AR,72113
178,ST. VINCENT REHABILITATION HOSPITAL,SHERWOOD,AR,72120
179,THE BRIDGEWAY,NORTH LITTLE ROCK,AR,72113
180,ST. LUKE'S HOSPITAL - WARREN CAMPUS,PHILLIPSBURG,NJ,8865
181,CALDWELL MEMORIAL HOSPITAL,COLUMBIA,LA,71418
182,LEESVILLE REHABILITATION HOSPITAL,LEESVILLE,LA,71446
183,TRI PARISH REHABILITATION HOSPITAL,LEESVILLE,LA,71446
184,SPECIALTY REHABILITATION HOSPITAL OF COUSHATTA,COUSHATTA,LA,71019
185,GREENBRIER HOSPITAL,COVINGTON,LA,70433
186,UNITED MEDICAL REHABILITATION HOSPITAL,HAMMOND,LA,70403
187,OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,DERIDDER,LA,70634
188,BATON ROUGE REHABILITATION HOSPITAL,BATON ROUGE,LA,70809
189,PROMISE HOSPITAL BATON ROUGE,BATON ROUGE,LA,70809
190,OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,OPELOUSAS,LA,70570
191,SAINT MARYS HEALTHCARE CENTER,PIERRE,SD,57501
192,LEAD-DEADWOOD REGIONAL HOSPITAL,DEADWOOD,SD,57732
193,PETERSON REHABILITATION HOSPITAL,WHEELING,WV,26003
194,HEALTHSOUTH WESTERN HILLS REGIONAL REHAB HOSPITAL,PARKERSBURG,WV,26105
195,ABRAHAM LINCOLN MEMORIAL HOSPITAL,LINCOLN,IL,62656
196,KINDRED HOSPITAL - TARRANT COUNTY,ARLINGTON,TX,76011
197,SETON SHOAL CREEK HOSPITAL,AUSTIN,TX,78731
198,TEXAS NEUROREHAB CENTER,AUSTIN,TX,78745
199,ST. DAVID'S REHABILITATION CENTER,AUSTIN,TX,78705
200,ASPIRE BEHAVIORAL HEALTH OF CONROE,CONROE,TX,78411
201,DRISCOLL CHILDREN'S HOSPITAL,CORPUS CHRISTI,TX,78404
202,SELECT REHABILITATION HOSPITAL OF DENTON,DENTON,TX,76201
203,HAMILTON GENERAL HOSPITAL,HARLINGEN,TX,76531
204,RIO GRANDE STATE CENTER,HEMPHILL,TX,78551
205,CYPRESS CREEK HOSPITAL,HOUSTON,TX,77090
206,IRAAN GENERAL HOSPITAL,IRAAN,TX,79744
207,KERRVILLE STATE HOSPITAL,KERRVILLE,TX,78028
208,MEADOWBROOK REHABILITATION HOSPITAL,GARDNER,KS,66030
209,SALINA SURGICAL HOSPITAL,SALINA,KS,67401
210,KANSAS SURGERY & RECOVERY CENTER,WICHITA,KS,67226
211,VIA CHRISTI HOSPITALS WICHITA INC,WICHITA,KS,67214
212,GALICHIA HEART HOSPITAL,WICHITA,KS,67220
213,VIA CHRISTI HOSPITAL WICHITA ST TERESA INC,WICHITA,KS,67235
214,AURORA BAYCARE MED CTR,GREEN BAY,WI,54311
215,CALUMET MEDICAL CTR,CHILTON,WI,53014
216,SELECT SPECIALTY HOSPITAL MADISON,MADISON,WI,53715
217,SACRED HEART HSPTL,EAU CLAIRE,WI,54701
218,MEMORIAL MEDICAL CTR,NEILLSVILLE,WI,54456
219,DIVINE SAVIOR HLTHCARE,PORTAGE,WI,53901
220,FOND DU LAC CTY ACUTE PSYCH UNIT,FOND DU LAC,WI,54935
221,RIPON MED CTR,RIPON,WI,54971
222,ST AGNES HSPTL,FOND DU LAC,WI,54935
223,SOUTHWEST HEALTH CARE GEROPSYCH UNIT,PLATTEVILLE,WI,53818
224,THE MONROE CLINIC,MONROE,WI,53566
225,UPLAND HILLS HLTH,DODGEVILLE,WI,53533
226,BLACK RIVER MEM HSPTL,BLACK RIVER FALLS,WI,54615
227,MEMORIAL HSPTL LAFAYETTE CTY,DARLINGTON,WI,53530
228,AURORA MED CTR MANITOWOC CTY,TWO RIVERS,WI,54241
229,HOWARD YOUNG MED CTR,WOODRUFF,WI,54568
230,AURORA MEDICAL CENTER,GRAFTON,WI,53024
231,AMERY REGIONAL MEDICAL CENTER,AMERY,WI,54001
232,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,STEVENS POINT,WI,54481
233,RICHLAND HSPTL,RICHLAND CENTER,WI,53581
234,BELOIT HEALTH SYSTEM,BELOIT,WI,53511
235,WHEATON FRANCISCAN HEALTHCARE - ELMBROOK MEMORIAL,BROOKFIELD,WI,53045
236,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC,WEST BEND,WI,53095
237,REHABILITATION HOSPITAL OF WISCONSIN,WAUKESHA,WI,53188
238,WILD ROSE COM MEM HOSPITAL INC,WILD ROSE,WI,54984
239,KAPIOLANI MEDICAL CENTER FOR WOMEN AND CHILDREN,HONOLULU,HI,96826
240,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,HI,96748
241,HOSP GENERAL CASTANER INC,CASTA„ER,PR,631
242,JERSEY SHORE MEDICAL CENTER,NEPTUNE,NJ,7753
243,GUAM MEMORIAL HOSPITAL AUTHORITY,TAMUNING,GU,96913
244,COMMONWEALTH HEALTH CENTER,GARAPAN,MP,96950
245,CHILDREN'S MEDICAL CENTER,SOLDOTNA,AK,99669
246,ETHEL LUND MEDICAL CENTER (JUNEAU) - SEARHC,JUNEAU,AK,99801
247,FIRST CARE MEDICAL CENTER,ANCHORAGE,AK,99515
248,EIELSON MEDICAL CLINIC,EIELSON AFB,AK,99702
249,CROSS ROAD MEDICAL CENTER,GLENNALLEN,AK,99588
250,PHYSICIANS' SPECIALTY HOSPITAL,FAYETTEVILLE,AR,72703
251,PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM,LITTLE ROCK,AR,72211
252,SILOAM SPRINGS MEMORIAL HOSPITAL,SILOAM SPRINGS,AR,72761
253,CHRISTUS DUBUIS OF FORTH SMITH,FORT SMITH,AR,72903
254,ADVANCED CARE HOSPITAL OF WHITE COUNTY,SEARCY,AR,72143
255,AURORA BEHAVIORAL HEALTHCARE-TEMPE,TEMPE,AZ,85283
256,PALO VERDE BEHAVIORAL HEALTH,TUCSON,AZ,85712
257,BELLWOOD HEALTH CENTER,BELLFLOWER,CA,90706
258,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,CA,94110
259,CENTRAL VALLEY SPECIALTY HOSPITAL,MODESTO,CA,95354
260,CENTURY CITY DOCTORS HOSPITAL,LOS ANGELES,CA,90067
261,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,VALLEJO,CA,94589
262,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,MODESTO,CA,95355
263,MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,CA,91763
264,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,VAN NUYS,CA,91401
265,USC VERDUGO HILLS HOSPITAL,GLENDALE,CA,91208
266,UNITED MEDICAL CENTER,WASHINGTON,DC,20032
267,HOSPITAL FOR SICK CHILDREN PEDIATRIC CENTER,WASHINGTON,DC,20017
268,EARL HADLOW CENTER FOR CARING,JACKSONVILLE,FL,32257
269,INDIAN RIVER MEDICAL CENTER-BEHAVIORAL HEALTH CENTER,VERO BEACH,FL,32960
270,LAKEVIEW CENTER - BELLEPOINTE,PENSACOLA,FL,32504
271,NCH NORTH NAPLES HOSPITAL,NAPLES,FL,34110
272,SHANDS JACKSONVILLE MEDICAL CENTER - TOWERS,JACKSONVILLE,FL,32209
273,"MEDICAL CENTER OF PEACH COUNTY, THE",BYRON,GA,31008
274,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,RIVERDALE,GA,30274
275,SOUTHEASTERN REGIONAL MEDICAL CENTER,NEWNAN,GA,30265
276,ALLEN HOSPITAL,WATERLOO,IA,50703
277,AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,51334
278,ANNA HOSPITAL CORPORATION - DBA UNION COUNTY HOSPITAL,ANNA,IL,62906
279,CENTEGRA MEMORIAL MEDICAL CENTER - DBA CENTEGRA HOSPITAL WOODSTOCK,WOODSTOCK,IL,60098
280,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND,ROCKVILLE,MD,20850
281,COMMUNITY SPECIALTY HOSPITAL,AMHERST,OH,44001
282,CRYSTAL CLINIC ORTHOPAEDIC CENTER,AKRON,OH,44310
283,GREENBRIAR REHABILITATION HOSPITAL,BOARDMAN,OH,44512
284,OHIOHEALTH REHABILITATION HOSPITAL,COLUMBUS,OH,43201
285,RAINBOW BABIES AND CHILDRENS HOSPITAL,CLEVELAND,OH,44106
286,ACUITY SPECIALTY OHIO VALLEY,STEUBENVILLE,OH,43952
287,SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,CINCINNATI,OH,45229
288,JAMES CANCER HOSPITAL & SOLOVE RESEARCH INSTITUTE,COLUMBUS,OH,43210
289,UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,BEACHWOOD,OH,44122
290,ACUTE CARE SPECIALTY HOSPITAL - AULTMAN,CANTON,OH,44710
291,TULSA-AMG SPECIALTY HOSPITAL,TULSA,OK,74137
292,SELECT SPECIALTY HOSPITAL - TULSA/MIDTOWN,TULSA,OK,74120
293,VA HOSPITAL,ROSEBURG,OR,97470
294,CHILDREN'S HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,78207
295,CONTINUUM REHABILITATION HOSPITAL OF NORTH TEXAS,FLOWER MOUND,TX,75022
296,LAKEWAY REGIONAL MEDICAL CENTER,AUSTIN,TX,78738
297,SCOTT & WHITE CONTINUING CARE HOSPITAL,TEMPLE,TX,76502
298,BELLVILLE ST. JOSEPH HEALTH CENTER,BELLVILLE,TX,77418
299,VICTORY MEDICAL CENTER BEAUMONT,BEAUMONT,TX,77706
300,GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,98371
301,MARY BRIDGE CHILDRENS HEALTH CENTER,TACOMA,WA,98405
302,GRANT MEMORIAL HOSPITAL,PETERSBURG,WV,26847
303,MEMORIAL HOSPITAL OF LARAMIE COUNTY,CHEYENNE,WY,82001
304,CHILDREN'S HOSPITAL COLORADO,AURORA,CO,80045
305,CHILDREN'S HOSPITAL COLORADO AT ST JOSEPHS HOSP,DENVER,CO,80218
306,CHILDREN'S HOSPITAL COLORADO AT MEMORIAL HOSPITAL CENTRAL,COLORADO SPRINGS,CO,80909
307,ST. LUKE'S REHABILITATION,BOISE,ID,83702
308,COMMUNITY HOSPITAL ONAGA LTCU,ST MARYS,KS,66536
309,CITIZENS MEDICAL CENTER LTCU,COLBY,KS,67701
310,BASTROP REHABILITATION HOSPITAL - MONROE,MONROE,LA,71202
311,GENESIS BEHAVIORAL HOSPITAL,BREAUX BRIDGE,LA,70517
