ID,NAME,CITY,STATE,ZIP
3359,"CENTRAL GEORGIA REHABILITATION HOSPITAL, LLC",MACON,GA,31210
3360,LAKE BRIDGE BEHAVIORAL HEALTH SYSTEM,MACON,GA,31210
3361,HEALTHSOUTH REHABILITATION HOSPITAL,DOTHAN,AL,36301
3362,LAUREL OAKS BEHAVIORAL HEALTH CENTER,DOTHAN,AL,36301
3363,SO CRESCENT BEH HLTH SYS - CRESCENT PINES CAMPUS,STOCKBRIDGE,GA,30281
3364,PEACHFORD HOSPITAL,DUNWOODY,GA,30338
3365,LAUREL HEIGHTS HOSPITAL,ATLANTA,GA,30306
3366,GEORGIA REGIONAL HOSPITAL AT ATLANTA,DECATUR,GA,30034
3367,CHILDRENS HEALTHCARE OF ATLANTA - EGLESTON,DRUID HILLS,GA,30322
3368,DEKALB MEDICAL AT DECATUR,DECATUR,GA,30030
3369,EMORY UNIVERSITY HOSPITAL,DRUID HILLS,GA,30322
3370,CHARLTON MEMORIAL HOSPITAL,FOLKSTON,GA,31537
3371,MADISON COUNTY MEMORIAL HOSPITAL,WINTERSET,IA,50273
3372,CARSON TAHOE CONTINUING CARE HOSPITAL,CARSON CITY,NV,89703
3373,SIERRA SURGERY HOSPITAL,CARSON CITY,NV,89703
3374,BHC WEST HILLS HOSPITAL,RENO,NV,89512
3375,CAMERON REGIONAL MEDICAL CENTER,CAMERON,MO,64429
3376,HENDERSON HEALTH CARE SERVICES,HENDERSON,NE,68371
3377,"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,68122
3378,MIDWEST SURGICAL HOSPITAL LLC,OMAHA,NE,68114
3379,THE NEBRASKA METHODIST HOSPITAL,OMAHA,NE,68114
3380,COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,68601
3381,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,OSCEOLA,NE,68651
3382,ROCK COUNTY HOSPITAL,BASSETT,NE,68714
3383,SANFORD WORTHINGTON MEDICAL CE,WORTHINGTON,MN,56187
3384,MURRAY COUNTY MEM HOSP,SLAYTON,MN,56172
3385,CRITTENTON CHILDREN'S CENTER,KANSAS CITY,MO,64134
3386,RESEARCH PSYCHIATRIC CENTER,KANSAS CITY,MO,64130
3387,KANSAS CITY VA MEDICAL CENTER,KANSAS CITY,MO,64128
3388,NIOBRARA VALLEY HOSPITAL,LYNCH,NE,68746
3389,BOX BUTTE GENERAL HOSPITAL,ALLIANCE,NE,69301
3390,THAYER COUNTY HEALTH SERVICES,HEBRON,NE,68370
3391,VALLEY COUNTY HEALTH SYSTEM,ORD,NE,68862
3392,COMMUNITY MEMORIAL HOSPITAL,SYRACUSE,NE,68446
3393,NORTH VISTA HOSPITAL,NORTH LAS VEGAS,NV,89030
3394,JEFFERSON COMMUNITY HEALTH CENTER,FAIRBURY,NE,68352
3395,FRANKLIN COUNTY MEMORIAL HOSPITAL,MEADVILLE,MS,39653
3396,REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR,FORT WAYNE,IN,46804
3397,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,HUNTERSVILLE,NC,28078
3398,SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,BOOTHBAY HARBOR,ME,4538
3399,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,MS,38635
3400,MARION GENERAL HOSPITAL,COLUMBIA,MS,39429
3401,HENRIETTA D GOODALL HOSPITAL,SANFORD,ME,4073
3402,SOUTHERN MAINE MEDICAL CENTER,BIDDEFORD,ME,4005
3403,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,2114
3404,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,SOMERVILLE,MA,2143
3405,LAHEY CLINIC MEDICAL CENTER,BURLINGTON,MA,1805
3406,WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,PALMER,MA,1069
3407,LIFECARE HOSPITALS OF NORTH CAROLINA,ROCKY MOUNT,NC,27804
3408,ST JOSEPH HOSPITAL & HEALTH CENTER INC,KOKOMO,IN,46904
3409,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,27906
3410,SEBASTICOOK VALLEY HOSPITAL,PITTSFIELD,ME,4967
3411,HEALTHEAST WOODWINDS HOSPITAL,WOODBURY,MN,55125
3412,TYLER HEALTHCARE CENTER INC,TYLER,MN,56178
3413,"SUMMIT MEDICAL CENTER, LLC",EDMOND,OK,73013
3414,ST. LUKE'S JEROME,JEROME,ID,83338
3415,"PAWHUSKA HOSPITAL, INC.",PAWHUSKA,OK,74056
3416,SOUTHAMPTON MEMORIAL HOSPITAL,FRANKLIN,VA,23851
3417,UVA HEALTHSOUTH REHABILITATION HOSPITAL,CHARLOTTESVILLE,VA,22903
3418,POMERENE HOSPITAL,MILLERSBURG,OH,44654
3419,BEDFORD COUNTY MEDICAL CENTER,SHELBYVILLE,TN,37160
3420,CAMDEN GENERAL HOSPITAL,CAMDEN,TN,38320
3421,BLOUNT MEMORIAL HOSPITAL,MARYVILLE,TN,37804
3422,EXCELA HEALTH FRICK HOSPITAL,MOUNT PLEASANT,PA,15666
3423,TORRANCE STATE HOSPITAL,TORRANCE,PA,15779
3424,WARREN GENERAL HOSPITAL,WARREN,PA,16365
3425,WARREN STATE HOSPITAL,NORTH WARREN,PA,16365
3426,CANONSBURG GENERAL HOSPITAL,CANONSBURG,PA,15317
3427,STAFFORD HOSPITAL,STAFFORD,VA,22554
3428,BUTLER MEMORIAL HOSPITAL,BUTLER,PA,16001
3429,TROY COMMUNITY HOSPITAL,TROY,PA,16947
3430,BARIX CLINICS OF PENNSYLVANIA,LANGHORNE,PA,19047
3431,HEALTHSOUTH READING REHABILITATION HOSPITAL,READING,PA,19607
3432,ALTOONA REGIONAL HEALTH SYSTEM,ALTOONA,PA,16601
3433,WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,24382
3434,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,WILLIAMSBURG,VA,23188
3435,NORTHCREST MEDICAL CENTER,SPRINGFIELD,TN,37172
3436,HARDIN MEMORIAL HOSPITAL,KENTON,OH,43326
3437,HARRISON COMMUNITY HOSPITAL,CADIZ,OH,43907
3438,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,CINCINNATI,OH,45238
3439,CINCINNATI VA MEDICAL CENTER,CINCINNATI,OH,45220
3440,MERCY HOSPITAL ANDERSON,CINCINNATI,OH,45255
3441,MERCY ST THERESA CENTER,CINCINNATI,OH,45227
3442,BAPTIST MEMORIAL HOSPITAL - HUNTINGTON,HUNTINGDON,TN,38344
3443,JELLICO COMMUNITY HOSPITAL,JELLICO,TN,37762
3444,LAFOLLETTE MEDICAL CENTER - TENNOVA,LAFOLLETTE,TN,37766
3445,HANOVER HOSPITAL,HANOVER,PA,17331
3446,OSS ORTHOPAEDIC SPECIALTY HOSPITAL,YORK,PA,17402
3447,MEMORIAL HOSPITAL - YORK,YORK,PA,17405
3448,UPMC BEDFORD,EVERETT,PA,15537
3449,SELECT SPECIALTY HOSPITAL - MCKEESPORT,MCKEESPORT,PA,15132
3450,UPMC ST MARGARET,PITTSBURGH,PA,15215
3451,KINDRED HOSPITAL PITTSBURGH NORTH SHORE,PITTSBURGH,PA,15212
3452,CHILDRENS HOSPITAL OF PITTSBURGH,PITTSBURGH,PA,15224
3453,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,PITTSBURGH,PA,15238
3454,LIFECARE HOSPITALS OF PITTSBURGH,PITTSBURGH,PA,15221
3455,GETTYSBURG HOSPITAL,GETTYSBURG,PA,17325
3456,GRANDVIEW MEDICAL CENTER,JASPER,TN,37343
3457,MARSHALL MEDICAL CENTER,LEWISBURG,TN,37091
3458,VILLAGE HOSPITAL,GREER,SC,29651
3459,WALLACE THOMSON HOSPITAL,UNION,SC,29379
3460,CLAIBORNE COUNTY HOSPITAL,TAZEWELL,TN,37879
3461,PARHAM DOCTORS HOSPITAL,RICHMOND,VA,23294
3462,LEWISGALE HOSPITAL AT PULASKI,PULASKI,VA,24301
3463,HEALTHSOUTH REHABILITATION HOSPITAL,MEMPHIS,TN,38104
3464,BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN,38120
3465,BAPTIST REHABILITATION-GERMANTOWN,GERMANTOWN,TN,38138
3466,METHODIST UNIVERSITY HOSPITAL,MEMPHIS,TN,38104
3467,ST. JOSEPH HOSPITAL,MEMPHIS,TN,38105
3468,BAPTIST MEMORIAL HOSPITAL - COLLIERVILLE,COLLIERVILLE,TN,38017
3469,HEALTHSOUTH REHABILITATION HOSPITAL OF MEMPHIS,MEMPHIS,TN,38128
3470,MARLBORO PARK HOSPITAL,BENNETTSVILLE,SC,29512
3471,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,NEW ALBANY,OH,43054
3472,DUBLIN METHODIST HOSPITAL,DUBLIN,OH,43016
3473,MCNAIRY REGIONAL HOSPITAL,SELMER,TN,38375
3474,WOODS MEMORIAL HOSPITAL,ETOWAH,TN,37331
3475,HOSPITAL FOR EXTENDED RECOVERY,NORFOLK,VA,23507
3476,SENTARA LEIGH HOSPITAL,NORFOLK,VA,23502
3477,SENTARA NORFOLK GENERAL HOSPITAL,NORFOLK,VA,23507
3478,METROPOLITAN NASHVILLE GENERAL HOSPITAL,NASHVILLE,TN,37208
3479,SUMMIT MEDICAL CENTER,HERMITAGE,TN,37076
3480,VANDERBILT UNIVERSITY HOSPITAL,NASHVILLE,TN,37232
3481,CUMBERLAND MEDICAL CENTER,CROSSVILLE,TN,38555
3482,DECATUR COUNTY GENERAL HOSPITAL,PARSONS,TN,38363
3483,BON SECOURS MARY IMMACULATE HOSPITAL,NEWPORT NEWS,VA,23602
3484,HAMPTON ROADS SPECIALTY HOSPITAL,NEWPORT NEWS,VA,23607
3485,GAFFNEY MEDICAL CENTER,GAFFNEY,SC,29340
3486,GRAND LAKE HEALTH SYSTEM,SAINT MARYS,OH,45885
3487,EAST OHIO REGIONAL HOSPITAL,MARTINS FERRY,OH,43935
3488,WEST CHESTER MEDICAL CENTER,WEST CHESTER,OH,45069
3489,PARKRIDGE VALLEY HOSPITAL,CHATTANOOGA,TN,37421
3490,SENTARA BAYSIDE HOSPITAL,VIRGINIA BEACH,VA,23455
3491,VIRGINIA BEACH AMBULATORY SURGERY CENTER,VIRGINIA BEACH,VA,23454
3492,UNITED REGIONAL MEDICAL CENTER,MANCHESTER,TN,37355
3493,LODI COMMUNITY HOSPITAL,LODI,OH,44254
3494,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,COLDWATER,OH,45828
3495,METHODIST HEALTHCARE - FAYETTE HOSPITAL,SOMERVILLE,TN,38068
3496,HORIZON MEDICAL CENTER,DICKSON,TN,37055
3497,COMMUNITY MEMORIAL HOSPITAL,HICKSVILLE,OH,43526
3498,LAKEWOOD HOSPITAL,LAKEWOOD,OH,44107
3499,LUTHERAN HOSPITAL,CLEVELAND,OH,44113
3500,FAIRVIEW HOSPITAL,CLEVELAND,OH,44111
3501,EUCLID HOSPITAL,EUCLID,OH,44119
3502,ST JOHN MEDICAL CENTER,WESTLAKE,OH,44145
3503,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,BEACHWOOD,OH,44122
3504,UHHS BEDFORD MEDICAL CENTER,BEDFORD,OH,44146
3505,HILLCREST HOSPITAL,MAYFIELD HEIGHTS,OH,44124
3506,HIGHLANDS HOSPITAL,CONNELLSVILLE,PA,15425
3507,UNIONTOWN HOSPITAL,UNIONTOWN,PA,15401
3508,CLARION HOSPITAL,CLARION,PA,16214
3509,CLARION PSYCHIATRIC CENTER,CLARION,PA,16214
3510,ST LUKE'S MINERS MEMORIAL HOSPITAL,COALDALE,PA,18218
3511,BELMONT CENTER FOR COMPREHENSIVE TREATMENT,PHILADELPHIA,PA,19131
3512,BAPTIST MEMORIAL HOSPITAL TIPTON,COVINGTON,TN,38019
3513,LAURENS COUNTY HOSPITAL,CLINTON,SC,29325
3514,TENNESSEE CHRISTIAN MED. CTR.-PORTLAND,PORTLAND,TN,37148
3515,SUMNER REGIONAL MEDICAL CENTER,GALLATIN,TN,37066
3516,HENDERSONVILLE MEDICAL CENTER,HENDERSONVILLE,TN,37075
3517,HEALTHSOUTH REHABILITATION HOSPITAL,KINGSPORT,TN,37660
3518,WELLMONT-HOLSTON VALLEY MEDICAL CENTER,KINGSPORT,TN,37660
3519,INDIAN PATH MEDICAL CENTER,KINGSPORT,TN,37660
3520,MEDCENTRAL HEALTH SYSTEM SHELBY HOSPITAL,SHELBY,OH,44875
3521,MEDCENTRAL - MANSFIELD HOSPITAL,MANSFIELD,OH,44903
3522,ROBINSON MEMORIAL HOSPITAL,RAVENNA,OH,44266
3523,INSTITUTE FOR ORTHOPEDIC SURGERY,LIMA,OH,45804
3524,GLENBEIGH,ROCK CREEK,OH,44084
3525,DOCTORS HOSPITAL OF NELSONVILLE,NELSONVILLE,OH,45764
3526,O'BLENESS MEMORIAL HOSPITAL,ATHENS,OH,45701
3527,HENDERSON COUNTY COMMUNITY HOSPITAL,LEXINGTON,TN,38351
3528,HAYWOOD PARK COMMUNITY HOSPITAL,BROWNSVILLE,TN,38012
3529,WINDBER HOSPITAL,WINDBER,PA,15963
3530,SOLDIERS & SAILORS MEMORIAL HOSPITAL,WELLSBORO,PA,16901
3531,EVANGELICAL COMMUNITY HOSPITAL,LEWISBURG,PA,17837
3532,LYNCHBURG GENERAL HOSPITAL,LYNCHBURG,VA,24501
3533,SURGERY CENTER OF LYNCHBURG,LYNCHBURG,VA,24501
3534,GOOD SHEPHERD SPECIALTY HOSPITAL,BETHLEHEM,PA,18017
3535,KIDSPEACE ORCHARD HILLS CAMPUS,OREFIELD,PA,18069
3536,ST LUKES UNIVERSITY HOSPITAL - BETHLEHEM,BETHLEHEM,PA,18015
3537,VAN WERT COUNTY HOSPITAL,VAN WERT,OH,45891
3538,ATRIUM MEDICAL CENTER,FRANKLIN,OH,45005
3539,SELBY GENERAL HOSPITAL,MARIETTA,OH,45750
3540,MARIETTA MEMORIAL HOSPITAL,MARIETTA,OH,45750
3541,WOOSTER COMMUNITY HOSPITAL,WOOSTER,OH,44691
3542,AULTMAN ORRVILLE HOSPITAL,ORRVILLE,OH,44667
3543,SHAMOKIN AREA COMMUNITY HOSPITAL,COAL TOWNSHIP,PA,17866
3544,BROOKE GLEN BEHAVIORAL HOSPITAL,FORT WASHINGTON,PA,19034
3545,MERCY SUBURBAN HOSPITAL,NORRISTOWN,PA,19401
3546,MONTGOMERY HOSPITAL,NORRISTOWN,PA,19401
3547,LANSDALE HOSPITAL,LANSDALE,PA,19446
3548,BLUE RIDGE SURGERY CENTER,SALEM,VA,24153
3549,BEDFORD MEMORIAL HOSPITAL,BEDFORD,VA,24523
3550,VOLUNTEER COMMUNITY HOSPITAL,MARTIN,TN,38237
3551,HEALTHSOUTH CANE CREEK REHABILITATION CENTER,MARTIN,TN,38237
3552,WAYNE MEDICAL CENTER,WAYNESBORO,TN,38485
3553,WILLIAMSON MEDICAL CENTER,FRANKLIN,TN,37067
3554,CLARKS SUMMIT STATE HOSPITAL,CLARKS SUMMIT,PA,18411
3555,MOSES TAYLOR HOSPITAL,SCRANTON,PA,18510
3556,MID-VALLEY HOSPITAL,PECKVILLE,PA,18452
3557,CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,24450
3558,COMMUNITY HOSPITALS AND WELLNESS CENTERS,BRYAN,OH,43506
3559,WYANDOT MEMORIAL HOSPITAL,UPPER SANDUSKY,OH,43351
3560,EDGEWOOD SURGICAL HOSPITAL,TRANSFER,PA,16154
3561,BRADFORD REGIONAL MEDICAL CENTER,BRADFORD,PA,16701
3562,DIVINE PROVIDENCE HOSPITAL,WILLIAMSPORT,PA,17701
3563,POCONO MEDICAL CENTER,EAST STROUDSBURG,PA,18301
3564,COUNTRYSIDE AMBULATORY SURGERY CENTER,STERLING,VA,20165
3565,CHAMBERSBURG HOSPITAL,CHAMBERSBURG,PA,17201
3566,SOUTHWEST REGIONAL MEDICAL CENTER,WAYNESBURG,PA,15370
3567,BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,24614
3568,BON SECOURS HEALTH CENTER AT HARBOUR VIEW,SUFFOLK,VA,23435
3569,LAKEVIEW MEDICAL CENTER,SUFFOLK,VA,23434
3570,ROANE MEDICAL CENTER,HARRIMAN,TN,37748
3571,RHEA MEDICAL CENTER,DAYTON,TN,37321
3572,COOKEVILLE REGIONAL MEDICAL CENTER,COOKEVILLE,TN,38501
3573,SAINT THOMAS RUTHERFORD HOSPITAL,MURFREESBORO,TN,37130
3574,STONECREST MEDICAL CENTER,SMYRNA,TN,37167
3575,HILLSIDE HOSPITAL,PULASKI,TN,38478
3576,SALEM COMMUNITY HOSPITAL,SALEM,OH,44460
3577,EAST LIVERPOOL CITY HOSPITAL,EAST LIVERPOOL,OH,43920
3578,MERCY MEMORIAL HOSPITAL,URBANA,OH,43078
3579,MERCY HOSPITAL CLERMONT,BATAVIA,OH,45103
3580,HOLY SPIRIT HOSPITAL,CAMP HILL,PA,17011
3581,CROZER-CHESTER MEDICAL CENTER,UPLAND,PA,19013
3582,SAINT VINCENT HEALTH CENTER,ERIE,PA,16544
3583,MILLCREEK COMMUNITY HOSPITAL,ERIE,PA,16509
3584,MORROW COUNTY HOSPITAL,MOUNT GILEAD,OH,43338
3585,GOOD SAMARITAN HOSPITAL,DAYTON,OH,45406
3586,KETTERING MEDICAL CENTER,KETTERING,OH,45429
3587,GRANDVIEW HOSPITAL & MEDICAL CENTER,DAYTON,OH,45405
3588,JACKSON COUNTY HOSPITAL,GAINESBORO,TN,38562
3589,MERCY REGIONAL MEDICAL CENTER,LORAIN,OH,44053
3590,MERCY ST VINCENT MEDICAL CENTER,TOLEDO,OH,43608
3591,MERCY ST CHARLES HOSPITAL,OREGON,OH,43616
3592,BAY PARK COMMUNITY HOSPITAL,OREGON,OH,43616
3593,UNIVERSITY OF TOLEDO MEDICAL CENTER,TOLEDO,OH,43699
3594,ST LUKE'S HOSPITAL,MAUMEE,OH,43537
3595,SOUTHERN OHIO MEDICAL CENTER,PORTSMOUTH,OH,45662
3596,MEMORIAL HOSPITAL,FREMONT,OH,43420
3597,CHILLICOTHE VA MEDICAL CENTER,CHILLICOTHE,OH,45601
3598,PIEDMONT DAY SURGERY CENTER,DANVILLE,VA,24543
3599,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,EMPORIA,VA,23847
3600,LAUGHLIN MEMORIAL HOSPITAL,GREENEVILLE,TN,37745
3601,COMMUNITY MEMORIAL HEALTHCENTER,SOUTH HILL,VA,23970
3602,"SURGI-CENTER OF WINCHESTER, INC.",WINCHESTER,VA,22601
3603,WINCHESTER MEDICAL CENTER,WINCHESTER,VA,22601
3604,PALMETTO HEALTH RICHLAND,COLUMBIA,SC,29203
3605,GILLIAM PSYCHIATRIC HOSPITAL,COLUMBIA,SC,29210
3606,INOVA FAIRFAX HOSPITAL,FALLS CHURCH,VA,22042
3607,RESTON HOSPITAL CENTER,RESTON,VA,20190
3608,JOHNSON COUNTY HEALTH CENTER,MOUNTAIN CITY,TN,37683
3609,BAPTIST HOSPITAL OF EAST TENNESSEE,KNOXVILLE,TN,37920
3610,SELECT SPECIALTY HOSPITAL - KNOXVILLE (UT MEDICAL CENTER),KNOXVILLE,TN,37920
3611,TENNOVA HOSPITAL FOR WOMEN,KNOXVILLE,TN,37934
3612,TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,STEUBENVILLE,OH,43952
3613,ALLIANCE COMMUNITY HOSPITAL,ALLIANCE,OH,44601
3614,AFFINITY MEDICAL CENTER,MASSILLON,OH,44646
3615,NORTHSIDE MEDICAL CENTER,YOUNGSTOWN,OH,44501
3616,TRINITY HOSPITAL TWIN CITY,DENNISON,OH,44621
3617,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,HOOD RIVER,OR,97031
3618,IDAHO STATE HOSPITAL NORTH,OROFINO,ID,83544
3619,LEGACY SALMON CREEK MEDICAL CENTER,VANCOUVER,WA,98686
3620,KOOTENAI MEDICAL CENTER,COEUR D'ALENE,ID,83814
3621,LINCOLN HOSPITAL,DAVENPORT,WA,99122
3622,ADVENTIST MEDICAL CENTER,PORTLAND,OR,97216
3623,LEGACY TRANSPLANT SERVICES,PORTLAND,OR,97210
3624,VIBRA SPECIALTY HOSPITAL OF PORTLAND,PORTLAND,OR,97220
3625,COLUMBIA BASIN HOSPITAL,EPHRATA,WA,98823
3626,SHICK SHADEL HOSPTIAL,SEATTLE,WA,98146
3627,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,ISSAQUAH,WA,98027
3628,UNIVERSITY MEDICAL CENTER,LAFAYETTE,LA,70506
3629,GALLUP INDIAN MEDICAL CENTER,GALLUP,NM,87301
3630,PRESBYTERIAN KASEMAN HOSPITAL,ALBUQUERQUE,NM,87110
3631,EASTERN NEW MEXICO MEDICAL CENTER,ROSWELL,NM,88201
3632,LAKEVIEW HOSPITAL,BOUNTIFUL,UT,84010
3633,SANPETE VALLEY HOSPITAL,MOUNT PLEASANT,UT,84647
3634,COPPER HILLS YOUTH CENTER,WEST JORDAN,UT,84081
3635,MERCY MEMORIAL HOSPITAL SYSTEM,MONROE,MI,48162
3636,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,GREENVILLE,MI,48838
3637,MIDMICHIGAN MEDICAL CENTER-MIDLAND,MIDLAND,MI,48670
3638,VISTA MEDICAL CENTER WEST,WAUKEGAN,IL,60085
3639,ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,60048
3640,OSF SAINT ELIZABETH MEDICAL CENTER,OTTAWA,IL,61350
3641,JAMES LAWRENCE KERNAN HOSPITAL,BALTIMORE,MD,21207
3642,SINAI HOSPITAL OF BALTIMORE,BALTIMORE,MD,21215
3643,ST JOSEPH HOSPITAL,NASHUA,NH,3061
3644,CORNERSTONE HOSPITAL OF WEST MONROE,WEST MONROE,LA,71291
3645,MONROE SURGICAL HOSPITAL,MONROE,LA,71201
3646,ST. FRANCIS MEDICAL CENTER,MONROE,LA,71201
3647,ST. FRANCIS MEDICAL CENTER (NORTH CAMPUS),MONROE,LA,71203
3648,RIDGE BEHAVIORAL HEALTH SYSTEM,LEXINGTON,KY,40509
3649,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,40504
3650,PROMEDICA BIXBY HOSPITAL,ADRIAN,MI,49221
3651,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,HOWELL,MI,48843
3652,HENRY FORD MACOMB HOSPITAL-WARREN CAMPUS,WARREN,MI,48089
3653,KENT HOSPITAL,WARWICK,RI,2886
3654,"MERCY HEALTH PARTNERS, MERCY CAMPUS",MUSKEGON,MI,49444
3655,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",MUSKEGON,MI,49442
3656,MEMORIAL HOSPITAL ASSOCIATION,CARTHAGE,IL,62321
3657,HERRIN HOSPITAL,HERRIN,IL,62948
3658,SAINT LUKE INSTITUTE,SILVER SPRING,MD,20903
3659,GREEN CLINIC SURGICAL HOSPITAL,RUSTON,LA,71270
3660,SALINE MEMORIAL HOSPITAL,BENTON,AR,72015
3661,JEWISH HOSPITAL SHELBYVILLE,SHELBYVILLE,KY,40065
3662,THE SURGICAL HOSPITAL OF JONESBORO,JONESBORO,AR,72401
3663,FREDERICK MEMORIAL HOSPITAL,FREDERICK,MD,21701
3664,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,BALTIMORE,MD,21237
3665,GREATER BALTIMORE MEDICAL CENTER,BALTIMORE,MD,21204
3666,SPRING GROVE HOSPITAL CENTER,CATONSVILLE,MD,21228
3667,JOHN & MARY KIRBY HOSPITAL,MONTICELLO,IL,61856
3668,GREATER PEORIA SPECIALTY HOSPITAL LLC - DBA KINDRED HOSPITAL PEORIA,PEORIA,IL,61605
3669,SAINT FRANCIS MEDICAL CENTER,PEORIA,IL,61603
3670,"FRANCISCAN ALLIANCE, INC. - DBA FRANCISCAN ST. JAMES HEALTH-CHICAGO HEIGHTS",CHICAGO HEIGHTS,IL,60411
3671,GLENBROOK HOSPITAL,GLENVIEW,IL,60026
3672,RM HEALTH PROVIDERS LTD PARTNERSHIP - DBA RML SPECIALTY HOSPITAL,HINSDALE,IL,60521
3673,"THC CHICAGO, INC. - DBA KINDRED HOSPITAL - NORTHLAKE",NORTHLAKE,IL,60164
3674,PALOS COMMUNITY HOSPITAL,PALOS HEIGHTS,IL,60464
3675,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,LA GRANGE,IL,60525
3676,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,60637
3677,SAINT ANTHONY HOSPITAL,CHICAGO,IL,60623
3678,ST BERNARD HOSPITAL,CHICAGO,IL,60621
3679,SWEDISH COVENANT HOSPITAL,CHICAGO,IL,60625
3680,JOHN H STROGER JR HOSPITAL,CHICAGO,IL,60612
3681,HOLY CROSS HOSPITAL,CHICAGO,IL,60629
3682,UNIVERSITY OF ILLINOIS HOSPITAL,CHICAGO,IL,60612
3683,FRANCISCAN ST JAMES HEALTH,OLYMPIA FIELDS,IL,60461
3684,SOUTH SHORE HOSPITAL,CHICAGO,IL,60617
3685,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,CHICAGO,IL,60657
3686,METHODIST HOSPITAL OF CHICAGO,CHICAGO,IL,60640
3687,NORWEGIAN-AMERICAN HOSPITAL,CHICAGO,IL,60622
3688,ADVOCATE SOUTH SUBURBAN HOSPITAL,HAZEL CREST,IL,60429
3689,NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,60611
3690,ST ALEXIUS MEDICAL CENTER,HOFFMAN ESTATES,IL,60169
3691,"THC CHICAGO, INC. - DBA KINDRED HOSPITAL - SYCAMORE",SYCAMORE,IL,60178
3692,KISHWAUKEE COMMUNITY HOSPITAL,DEKALB,IL,60115
3693,DR JOHN WARNER HOSPITAL,CLINTON,IL,61727
3694,GEORGETOWN COMMUNITY HOSPITAL,GEORGETOWN,KY,40324
3695,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CENTER,MT VERNON,KY,40456
3696,NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,72601
3697,DE WITT HOSPITAL & NURSING HOME,DE WITT,AR,72042
3698,MARSHALL COUNTY HOSPITAL,BENTON,KY,42025
3699,FRAZIER REHAB INSTITUTE,LOUISVILLE,KY,40202
3700,NORTON AUDUBON HOSPITAL,LOUISVILLE,KY,40217
3701,NORTON HOSPITAL,LOUISVILLE,KY,40202
3702,NORTON SUBURBAN HOSPITAL,LOUISVILLE,KY,40207
3703,SAINTS MARY & ELIZABETH HOSPITAL,LOUISVILLE,KY,40215
3704,THE BROOK - DUPONT,LOUISVILLE,KY,40207
3705,THE BROOK HOSPITAL - KMI,LOUISVILLE,KY,40242
3706,NORTHKEY COMMUNITY CARE-INTENSIVE SERVICES,COVINGTON,KY,41012
3707,ST. ELIZABETH MEDICAL CENTER NORTH,COVINGTON,KY,41014
3708,MEDICAL CENTER OF SOUTH ARKANSAS,EL DORADO,AR,71730
3709,STONE COUNTY MEDICAL CENTER,MOUNTAIN VIEW,AR,72560
3710,STURGIS HOSPITAL,STURGIS,MI,49091
3711,ST JOSEPH MERCY PORT HURON,PORT HURON,MI,48060
3712,ST MARY'S OF MICHIGAN MEDICAL CENTER,SAGINAW,MI,48601
3713,HEALTHSOURCE SAGINAW,SAGINAW,MI,48608
3714,ST ANTHONYS MEMORIAL HOSPITAL,EFFINGHAM,IL,62401
3715,MEADOWVIEW REGIONAL MEDICAL CENTER,MAYSVILLE,KY,41056
